IMDB ID,Title,Popularity Ranking,Episodes,Runtime,Show Type,Country of Origin,Language,Plot unknown. Sequel to the 2019 film 'Knives Out'.,Summary,IMDB Rating,Number of Votes,genres
tt8509922,Dolly Parton's Heartstrings,"1,536",8,62,TV Series,United States of America,English,8 of singer/songwriter Dolly Parton's most famous songs are brought to life in 8 different episodes.,8 of singer/songwriter Dolly Parton's most famous songs are brought to life in 8 different episodes.,7.6,1863,"Comedy,Drama,Music"
tt4831420,Sharknado 4: The 4th Awakens,"1,537",,95,TV Movie,United States of America,English,"Fin, his family and the cosmos have been blissfully sharknado-free in the five years since the most recent attack, but now sharks and tornadoes are being whipped up in unexpected ways and places.","It's been five years since the last shark-Armageddon that devastated Washington, D.C. in Sharknado 3: Oh Hell No! (2015), and the world can now benefit from this hard-earned peace, thanks to Aston Reynolds' revolutionary atmosphere stabilisers. However, as Fin is heading to Vegas for a family reunion, in the meantime, menacing clouds are beginning to form, and a brand-new Sharknado formation is at hand. Under those circumstances, once again, Fin, his old friends, and some new ones will have to battle against massive shark-infested cyclones, in a colossal Sharknado extravaganza with thousands of razor-sharp teeth. More and more, mutated types of evolved cyclones destroy everything in their path, as the mother of all Sharknadoes awakens. Can Fin dodge a bullet for the fourth time? —Nick Riganas",3.9,7584,"Action,Adventure,Comedy"
tt12792598,Selva trágica,"1,538",,96,Movie,Mexico,Spanish,"To escape an arranged marriage, a woman flees into the depths of the Mayan jungle, where untamed nature merges the human and the supernatural.","1920, on the border between Mexico and Belize. Deep in the Mayan jungle, a lawless territory where myths abound, a group of Mexican gum workers cross paths with Agnes, a mysterious young Belizean woman. Her presence incites tension among the men, arousing their fantasies and desires. Filled with new vigor, they face their destiny, without knowing that they have woken up Xtabay, a legendary being that lurks in the heart of the jungle. —Rubén Imaz",5.9,203,"Drama,Mystery"
tt5829040,Fun Mom Dinner,"1,539",,81,Movie,United States of America,English,"Four moms whose only common ground is their kids' preschool class, decide to get together for a harmless ""fun mom dinner.""","Four moms whose only common ground is their kids' preschool class, decide to get together for a harmless ""fun mom dinner.""",5.3,5087,Comedy
tt5776468,The Division,"1,540",,\N,Movie,United States of America,English,"On Black Friday In New York City, Bio-Terrorists release a modified strain of Smallpox called the ""Green Poison"" onto several amounts of currency bills. This results in the disease spreading rapidly and before long socie... Read all","On Black Friday In New York City, Bio-Terrorists release a modified strain of Smallpox called the ""Green Poison"" onto several amounts of currency bills. This results in the disease spreading rapidly and before long society in NYC has collapsed - resulting in the activation of the Strategic Homeland Division. The main focus of The Division is to keep peace and restore society while government scientists work on a cure. Multiple factions rise up struggling to take control of New York City, such as escaped inmates called Rikers, Cleaners who are mobilized sanitation workers trying to kill the disease on their own with fire; and the Last Man Batallion - a private military company initially hired by Wall Street millionaires that is now comprised of mercenaries and a few rogue Division agents. The first wave of Division agents were either killed off or went Rogue by joining other factions. It's up to the second wave to make sure that order is restored. —Caleb English",,,"Action,Adventure,Drama"
tt10307440,Jusqu'au déclin,"1,541",,83,Movie,Canada,French,A fatal accident at a remote survivalist training camp sends participants into a panic - and sets the stage for a chilling showdown.,"Six devoted fans of an extreme Remote Survivalist Trainer are invited to his expansive secret compound for a time of personal mentoring, when a tragic accident leaves one person dead, and the survivalist experience transforms into something none of them saw coming. —MovieWatchDad",5.9,7620,"Action,Thriller"
tt9151274,SKY Castle,"1,542",20,75,TV Series,South Korea,Korean,A satirical drama that closely looks at the materialistic desires of the upper-class parents in South Korea and how they ruthlessly secure the successes of their families at the cost of destroying others' lives.,"The drama revolves around the lives of housewives living in a luxurious residential area called SKY Castle in suburban Seoul, where wealthy doctors and professors live. The wives are determined to make their husbands more successful and to raise their children like princes and princesses and to be top students. They want their children to go to top universities so they use every way possible to get that. They spend billions of won to hire coordinators for college entrance exams. Han Seo Jin is married to orthopedic surgeon Kang Joon Sang. They have two daughters. Han Seo Jin seems to have a perfect life, but she has a secret. Lee Soo Im is a writer of children's books. She holds a deep affection and consideration for people. Lee Soo Im is married to neurosurgeon Hwang Chi Young. They have a son. Noh Seung Hye is married to law school professor Cha Min Hyuk. Her husband talks about justice and happiness, but he hides a different side. One with having extreme egoism. They have two sons. Jin Jin Hee comes from a wealthy family. Jin Jin Hee admires Han Seo Jin and tries to copy what she does. Like Han Seo Jin, Jin Jin Hee is married to an orthopedic surgeon, Woo Yang Woo. Han Seo Jin hires a coordinator Kim Joo Young to have her daughter Kang Ye Seo, a model student admitted to Seoul University Medical School. Hwang Chi Yeong's family moves into the SKY Castle. His family often has clashes with the other members of the castle due to their differences in opinions. Following a tragic incident in the castle, the fates of the families are tangled and new revelations dawn. —AsianWiki",8.7,1933,"Drama,Mystery"
tt0111419,Thumbelina,"1,543",,86,Movie,Ireland,English,"This retelling of the Hans Christian Andersen classic fairy tale has the digit-sized heroine evading the clutches of various toads, moles, and beetles before she can proceed with her courtship with her dream lover, Princ... Read all","A girl no bigger than her mother's thumb feels all alone in the world knowing she is the only person her size. Her wish for a companion at last comes true when the Prince of the fairies arrives at her window sill. However, the naive Thumbelina's life goes downward from there when a toad kidnaps her. While she tries to find a way home, she begins to grow up and learns about hope with the help of the friends she always wanted. —Max Vaughn",6.3,15817,"Animation,Family,Fantasy"
tt0102587,Kal Hee,"1,544",,118,Movie,Japan,Japanese,A twenty-seven-year-old office worker travels to the countryside while reminiscing about her childhood in Tokyo.,A twenty-seven-year-old office worker travels to the countryside while reminiscing about her childhood in Tokyo.,7.6,28409,"Animation,Drama,Romance"
tt8865580,Sanglyusahoe,"1,545",,120,Movie,South Korea,Korean,"A deputy curator of a chaebol-funded art gallery and her husband, a politically ambitious economics professor, will do anything to join the über-elite.","Jang, professor of economics at the National University of Seoul, respected and beloved by students becomes a hero in the eyes of the public on a TV debate and when he saves a burning man. In the wake of popularity, he decides to go into politics, participate in parliamentary elections and oversee the creation of a social bank. Meanwhile, his wife Oh Soo-yeon, deputy director of the gallery of contemporary art, tries in every possible way to take the place of her female manager. For this she begs Shin Ji-ho, a popular photograph artist to make an exhibition with them and has an affair with him. Both spouses enter high society, where politicians, bandits and heirs of wealthy families make secret transactions- both do everything to get through to the elite. And they pay the price. —Wiki",5.5,750,Drama
